title,price,location,area_m2,rooms,bathrooms,property_type,url,garden,terrace,garage,elevator,swimming_pool,doorman,cellar,air_conditioning,heating,security,double_glazing,reinforced_door,equipped_kitchen,scraped_at
Un Appartement s1 direct promoteur à la Nouvelle Soukra,250000.0,"La Soukra, La Soukra",59.0,1.0,1.0,Appartement,https://www.mubawab.tn/fr/a/7868841/un-appartement-s1-direct-promoteur-%C3%A0-la-nouvelle-soukra,0,0,1,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:09:33
Villa d’architecte inachevée – La Soukra Valley À,525000.0,"La Soukra, La Soukra",220.0,3.0,,Villa,https://www.mubawab.tn/fr/a/8204119/villa-d%E2%80%99architecte-inachev%C3%A9e-%E2%80%93-la-soukra-valley-%C3%A0,1,1,1,0,1,0,0,0,0,0,0,0,0,2026-02-06 21:09:33
À vendre s2 au premier étage afh mrezga,315000.0,"Cité El Wafa, Nabeul",98.0,2.0,1.0,,https://www.mubawab.tn/fr/a/8204111/%C3%A0-vendre-s2-au-premier-%C3%A9tage-afh-mrezga,0,1,0,1,1,1,0,1,1,1,1,1,1,2026-02-06 21:09:33
À vendre s1 meublée à afh mrezga avec parking,229000.0,"Cité El Wafa, Nabeul",64.0,1.0,1.0,,https://www.mubawab.tn/fr/a/8204102/%C3%A0-vendre-s1-meubl%C3%A9e-%C3%A0-afh-mrezga-avec-parking,0,1,1,1,1,0,0,1,1,1,1,1,1,2026-02-06 21:09:33
Villa haute standing,,"Hergla, Hergla",350.0,4.0,,Villa,https://www.mubawab.tn/fr/a/8203870/villa-haute-standing,1,1,1,0,0,0,0,1,1,1,1,0,1,2026-02-06 21:09:33
Villa Neuf,1650000.0,"El Mourouj 6, El Mourouj",550.0,7.0,,Villa,https://www.mubawab.tn/fr/a/8203820/villa-neuf,1,1,1,0,0,0,0,1,1,1,1,1,1,2026-02-06 21:09:33
Appartement S2 à Borj Cedria,280000.0,"Borj Cedria, Hammam Chatt",132.0,2.0,,Appartement,https://www.mubawab.tn/fr/a/8189737/appartement-s2-%C3%A0-borj-cedria,0,1,1,0,0,1,0,1,1,1,0,0,1,2026-02-06 21:09:33
Maison à deux étages à vendre à ZAHROUNI,,"Cité Essoltani, El Hrairia",110.0,6.0,,Maison,https://www.mubawab.tn/fr/a/8203947/maison-%C3%A0-deux-%C3%A9tages-%C3%A0-vendre-%C3%A0-zahrouni,1,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:09:33
Appartement Duplex S3 a la nouvelle Medina,350000.0,"Nouvelle Medina, Nouvelle Medina",147.0,4.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8201919/appartement-duplex-s3-a-la-nouvelle-medina,0,1,1,0,0,0,0,1,0,0,0,0,0,2026-02-06 21:09:33
Villa à sousse a vendre,585000.0,"Sousse Riadh, Sousse Riadh",412.0,10.0,,Villa,https://www.mubawab.tn/fr/a/8203898/villa-%C3%A0-sousse-a-vendre,1,1,1,0,0,0,0,0,0,0,0,0,1,2026-02-06 21:09:33
Villa jumelée en vente,230000.0,"Sfax Ville, Sfax Ville",560.0,,,Villa,https://www.mubawab.tn/fr/a/8203903/villa-jumel%C3%A9e-en-vente,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:09:33
Villa jumelée en vente,820000.0,"Hammamet Nord, Hammamet",337.0,4.0,,Villa,https://www.mubawab.tn/fr/a/8024933/villa-jumel%C3%A9e-en-vente,1,1,0,0,1,0,0,1,1,1,0,0,0,2026-02-06 21:09:33
"À VENDRE, S2 à Chatt Meriem Sousse",320000.0,"Chott Meriem, Akouda",80.0,2.0,1.0,,https://www.mubawab.tn/fr/a/8203645/%C3%A0-vendre-s2-%C3%A0-chatt-meriem-sousse,1,1,1,1,1,1,0,1,1,1,0,0,1,2026-02-06 21:09:33
Duplex S3 à vendre à La Marsa,950000.0,"La Marsa, La Marsa",230.0,4.0,,Duplex,https://www.mubawab.tn/fr/a/8095850/duplex-s3-%C3%A0-vendre-%C3%A0-la-marsa,1,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:09:33
"A Vendre villa de Luxe à Aousja, Ghar El Melh",365000.0,"Ghar El Melh, Ghar El Melh",220.0,3.0,,Villa,https://www.mubawab.tn/fr/a/8134912/a-vendre-villa-de-luxe-%C3%A0-aousja-ghar-el-melh,1,1,1,0,0,0,0,0,0,0,0,0,1,2026-02-06 21:09:33
"Triplex encours de finition, Ras Jebel Bizerte",250000.0,"Cap Zebib, Ras Jebel",110.0,6.0,,,https://www.mubawab.tn/fr/a/7869447/triplex-encours-de-finition-ras-jebel-bizerte,0,0,1,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:09:33
A vendre un Appartement S1 à La Nouvelle Soukra,290000.0,"Aouina, La Marsa",87.0,1.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8032432/a-vendre-un-appartement-s1-%C3%A0-la-nouvelle-soukra,0,1,1,1,0,1,0,1,1,1,1,1,1,2026-02-06 21:09:33
A Vendre chic Appartement S3 à Ras Jebel,230000.0,"Cap Zebib, Ras Jebel",115.0,3.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8203607/a-vendre-chic-appartement-s3-%C3%A0-ras-jebel,0,1,0,0,0,0,0,0,0,0,0,0,1,2026-02-06 21:09:33
Vente villa Fleur S3 Hammamet yasmine,1100000.0,"Hammamet Sud, Hammamet",280.0,3.0,,Villa,https://www.mubawab.tn/fr/a/8096746/vente-villa-fleur-s3-hammamet-yasmine,1,1,1,0,1,0,0,1,1,0,0,0,1,2026-02-06 21:09:33
Villa plain pied S5 avec piscine à La Soukra,2480000.0,"La Soukra, La Soukra",2048.0,5.0,1.0,Villa,https://www.mubawab.tn/fr/a/7885022/villa-plain-pied-s5-avec-piscine-%C3%A0-la-soukra,1,1,1,0,1,1,0,1,1,0,0,0,1,2026-02-06 21:09:33
Maison à vendre à Hammamet. 5 chambres. Meublé,,"Hammamet, Hammamet",110.0,5.0,1.0,Maison,https://www.mubawab.tn/fr/a/8203581/maison-%C3%A0-vendre-%C3%A0-hammamet-5-chambres-meubl%C3%A9,1,0,1,0,0,0,0,0,0,0,0,0,1,2026-02-06 21:09:33
,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:09:33
Vente Villa Julie S3 Hammamet yasmine,660000.0,"Hammamet Sud, Hammamet",205.0,3.0,,Villa,https://www.mubawab.tn/fr/a/8090156/vente-villa-julie-s3-hammamet-yasmine,0,1,0,0,1,0,0,0,1,0,0,0,1,2026-02-06 21:09:35
Vente Appartement Lamar S2 Hammamet nord,369000.0,"Hammamet Nord, Hammamet",100.0,2.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8138721/vente-appartement-lamar-s2-hammamet-nord,0,0,0,0,0,0,0,0,1,0,0,0,1,2026-02-06 21:09:35
Vente Appartement Nivine S2 Hammamet centre,600000.0,"Hammamet, Hammamet",150.0,2.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8097469/vente-appartement-nivine-s2-hammamet-centre,0,1,1,0,0,0,0,1,1,0,0,0,1,2026-02-06 21:09:35
Vente Appartement RDC Daniel S2 Hammamet yasmine,486000.0,"Yasmine Hammamet, Hammamet",120.0,2.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8148477/vente-appartement-rdc-daniel-s2-hammamet-yasmine,1,1,1,0,1,0,0,1,1,0,0,0,1,2026-02-06 21:09:35
Vente Villa Orpin S4 Hammamet yasmine,980000.0,"Hammamet Sud, Hammamet",340.0,4.0,,Villa,https://www.mubawab.tn/fr/a/8167065/vente-villa-orpin-s4-hammamet-yasmine,1,1,0,0,1,0,0,0,0,0,0,0,1,2026-02-06 21:09:35
Penthouse En S3,,"Hammamet, Hammamet",366.0,3.0,1.0,,https://www.mubawab.tn/fr/a/7960485/penthouse-en-s3,0,1,0,0,1,0,0,0,0,0,0,0,0,2026-02-06 21:09:35
Une villa S5 à vendre à Gammarth,1850000.0,"La Marsa, La Marsa",800.0,7.0,,Villa,https://www.mubawab.tn/fr/a/7923779/une-villa-s5-%C3%A0-vendre-%C3%A0-gammarth,0,0,0,0,1,0,0,1,0,1,0,0,0,2026-02-06 21:09:35
Le projet immobilier Résidence Emna,,"Cité el Ghazela, Raoued",,,,,https://www.mubawab.tn/fr/p/4086/le-projet-immobilier-r%C3%A9sidence-emna%C2%A0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:09:35
"Maison à vendre à Ariana. 4 logements, 2 garages. Terrasse e...",540000.0,"Ariana, Ariana Ville",400.0,13.0,,Maison,https://www.mubawab.tn/fr/a/8202825/maison-%C3%A0-vendre-%C3%A0-ariana-4-logements-2-garages-terrasse-et-jardin,1,1,1,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:09:35
Vente maison avec un grand jardin,,"Cité Boutouria, Boumhel Bassatine",310.0,5.0,,Maison,https://www.mubawab.tn/fr/a/8203522/vente-maison-avec-un-grand-jardin,1,1,1,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:09:35
Bab bhar soliman,,"Soliman, Soliman",140.0,3.0,1.0,,https://www.mubawab.tn/fr/a/8203493/bab-bhar-soliman,0,1,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:09:35
Bel appart 140m² avec 2 balcons à Hammamet,280000.0,"Hammamet, Hammamet",140.0,2.0,1.0,,https://www.mubawab.tn/fr/a/8203397/bel-appart-140m%C2%B2-avec-2-balcons-%C3%A0-hammamet,0,1,1,0,0,1,0,0,1,1,0,1,1,2026-02-06 21:09:35
À louer – S1 haut standing à Ain Zaghouan Nord,,"Ain Zaghouan Nord, La Marsa",71.0,1.0,1.0,,https://www.mubawab.tn/fr/a/8203392/%C3%A0-louer-%E2%80%93-s1-haut-standing-%C3%A0-ain-zaghouan-nord,1,1,0,1,0,1,0,1,1,1,1,1,1,2026-02-06 21:09:35
Villa à Tmoula avec gros potentiel,,"Gabès Sud, Gabès Sud",400.0,3.0,,Villa,https://www.mubawab.tn/fr/a/8203366/villa-%C3%A0-tmoula-avec-gros-potentiel,1,1,0,0,1,0,1,1,0,1,1,1,1,2026-02-06 21:09:35
Villa à Boumhal Bassatine,920000.0,"Bou Mhel, Boumhel Bassatine",650.0,7.0,,Villa,https://www.mubawab.tn/fr/a/8174480/villa-%C3%A0-boumhal-bassatine,1,1,1,0,0,0,0,1,1,1,1,1,1,2026-02-06 21:09:35
A vendre une villa a Hammamet,690000.0,"Hammamet Nord, Hammamet",303.0,3.0,,Villa,https://www.mubawab.tn/fr/a/8135454/a-vendre-une-villa-a-hammamet,1,0,1,0,0,0,0,1,1,1,0,0,1,2026-02-06 21:09:35
A vendre à HAMMAMET NORD près de la BADIRA,420000.0,"Hammamet Nord, Hammamet",75.0,1.0,1.0,,https://www.mubawab.tn/fr/a/8072600/a-vendre-%C3%A0-hammamet-nord-pr%C3%A8s-de-la-badira,0,0,0,0,0,0,0,0,1,0,0,0,0,2026-02-06 21:09:35
A vendre une villa indépendante à Ghrabi,450000.0,"Hammam Sousse Ghrabi, Hammam Sousse Ghrabi",262.0,3.0,,Villa,https://www.mubawab.tn/fr/a/8194341/a-vendre-une-villa-ind%C3%A9pendante-%C3%A0-ghrabi,1,1,1,0,0,0,0,1,1,1,1,1,1,2026-02-06 21:09:35
A vendre une villa sur deux niveaux a la marsa,3300000.0,"La Marsa, La Marsa",400.0,6.0,,Villa,https://www.mubawab.tn/fr/a/8203166/a-vendre-une-villa-sur-deux-niveaux-a-la-marsa,1,1,1,0,0,0,0,1,1,0,1,0,1,2026-02-06 21:09:35
À Vendre Spacieuse Villa à Sahloul,1980000.0,"Sahloul, Sahloul",384.0,7.0,,Villa,https://www.mubawab.tn/fr/a/8202796/%C3%A0-vendre-spacieuse-villa-%C3%A0-sahloul,1,1,0,0,0,0,1,1,0,0,0,0,1,2026-02-06 21:09:35
"Maison à acheter à Cité El Misk.
Superficie 105 m²",,"Cité El Misk, Fouchana",105.0,5.0,,Maison,https://www.mubawab.tn/fr/a/8203066/maison-%C3%A0-acheter-%C3%A0-cit%C3%A9-el-misk-superficie-105-m%C2%B2,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:09:35
A vendre un appartement à La Soukra,480000.0,"La Soukra, La Soukra",145.0,2.0,,Appartement,https://www.mubawab.tn/fr/a/8155015/a-vendre-un-appartement-%C3%A0-la-soukra,1,1,0,0,0,0,0,1,1,0,0,0,0,2026-02-06 21:09:35
A vendre un appartement au Lac 2,980000.0,"Les Berges Du Lac 2, La Marsa",175.0,3.0,,Appartement,https://www.mubawab.tn/fr/a/8199811/a-vendre-un-appartement-au-lac-2,0,1,1,1,0,1,0,1,1,1,0,0,1,2026-02-06 21:09:35
"Av Villa bien situé 3 
Façade sur rue Principale",,"El Manar 1, El Menzah",450.0,8.0,1.0,Villa,https://www.mubawab.tn/fr/a/8202922/av-villa-bien-situ%C3%A9-3-fa%C3%A7ade-sur-rue-principale,1,1,1,0,0,0,0,0,1,0,0,1,0,2026-02-06 21:09:35
"A Vendre Luxueuse villa à Metline, Bizerte",590000.0,"Metline, Metline",250.0,3.0,,Villa,https://www.mubawab.tn/fr/a/8131005/a-vendre-luxueuse-villa-%C3%A0-metline-bizerte,1,1,1,0,1,0,0,1,0,1,0,0,1,2026-02-06 21:09:35
A vendre Appartement S4 à Hammam Sousse,490000.0,"Cité de la Plage, Hammam Sousse",200.0,4.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8018817/a-vendre-appartement-s4-%C3%A0-hammam-sousse,0,1,0,0,0,0,0,1,1,0,0,0,0,2026-02-06 21:09:35
Superbe villa à vendre à Gammarth,1850000.0,"Gammarth, La Marsa",,4.0,,Villa,https://www.mubawab.tn/fr/a/8202850/superbe-villa-%C3%A0-vendre-%C3%A0-gammarth,1,1,1,0,1,0,0,1,1,1,1,1,1,2026-02-06 21:09:35
À Vendre – Duplex avec Jardin à Sidi Daoud,1070000.0,"Sidi Daoued, La Marsa",286.0,3.0,1.0,Duplex,https://www.mubawab.tn/fr/a/8187321/%C3%A0-vendre-%E2%80%93-duplex-avec-jardin-%C3%A0-sidi-daoud,1,1,1,0,0,0,0,1,1,1,1,1,1,2026-02-06 21:09:35
Appartement S1 à vendre à Yasmine Hammamet,285000.0,"Yasmine Hammamet, Hammamet",75.0,1.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8184931/appartement-s1-%C3%A0-vendre-%C3%A0-yasmine-hammamet,1,1,1,0,1,0,0,0,0,0,0,0,1,2026-02-06 21:09:35
Appartement s 2 au 1er étage sfax eljadida,227000.0,"Sfax El Jadida, Sfax Ville",113.0,2.0,,Appartement,https://www.mubawab.tn/fr/a/8191339/appartement-s-2-au-1er-%C3%A9tage-sfax-eljadida,0,1,1,1,0,1,0,1,0,0,1,0,1,2026-02-06 21:09:35
A vendre S1 jardin menzah 2,,"Les Jardins d'El Menzah 2, Ariana Ville",95.0,1.0,1.0,,https://www.mubawab.tn/fr/a/8202434/a-vendre-s1-jardin-menzah-2,1,0,1,1,0,1,0,1,1,1,0,1,1,2026-02-06 21:09:35
A vendre s3 a Manar 3,360000.0,"El Manar 3, El Menzah",107.0,3.0,,,https://www.mubawab.tn/fr/a/8166314/a-vendre-s3-a-manar-3,0,1,1,1,0,1,0,1,1,1,0,0,0,2026-02-06 21:09:35
"Une villa individuelle avec piscine, chotrana 2",,"Chotrana 1, La Soukra",450.0,5.0,,Villa,https://www.mubawab.tn/fr/a/8109108/une-villa-individuelle-avec-piscine-chotrana-2,1,1,1,0,1,0,0,1,1,1,1,1,1,2026-02-06 21:09:35
,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:09:35
A vendre à HAMMAMET MONCHAR une villa s4,890000.0,"Hammamet, Hammamet",500.0,4.0,,Villa,https://www.mubawab.tn/fr/a/8190566/a-vendre-%C3%A0-hammamet-monchar-une-villa-s4,1,1,0,0,1,0,0,0,0,0,0,0,1,2026-02-06 21:09:38
Appartement S2 cité Taamir,190000.0,"Ariana, Ariana Ville",96.0,2.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8156112/appartement-s2-cit%C3%A9-taamir,0,1,1,0,0,1,0,1,1,0,1,0,0,2026-02-06 21:09:38
A vendre un Penthouse S3 à la Soukra avec piscine,,"La Soukra, La Soukra",218.0,3.0,,,https://www.mubawab.tn/fr/a/7963056/a-vendre-un-penthouse-s3-%C3%A0-la-soukra-avec-piscine,1,1,1,1,1,1,0,1,1,1,1,1,1,2026-02-06 21:09:38
"A vendre maison ksour essef 
15 mn centre ville",90000.0,"Ksour Essef, Ksour Essef",170.0,2.0,1.0,Maison,https://www.mubawab.tn/fr/a/8202279/a-vendre-maison-ksour-essef-15-mn-centre-ville,1,1,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:09:38
Appartement S1 Pieds dans l'Eau à Kantaoui,330000.0,"El Kantaoui, Hammam Sousse",73.0,1.0,1.0,Appartement,https://www.mubawab.tn/fr/a/7921469/appartement-s1-pieds-dans-l-eau-%C3%A0-kantaoui,0,1,1,1,0,0,0,1,1,0,1,0,1,2026-02-06 21:09:38
À louer – Appartement S3 à Raoued 3300 dt/mois,,"Raoued, Raoued",140.0,3.0,,Appartement,https://www.mubawab.tn/fr/a/8178799/%C3%A0-louer-%E2%80%93-appartement-s3-%C3%A0-raoued-3300-dt-mois,0,1,1,1,0,1,0,1,1,1,1,0,1,2026-02-06 21:09:38
Magnifique villa à Kantaoui – Vente,3605000.0,"El Kantaoui, Hammam Sousse",1200.0,6.0,,Villa,https://www.mubawab.tn/fr/a/8123030/magnifique-villa-%C3%A0-kantaoui-%E2%80%93-vente,1,1,0,0,1,0,0,0,0,0,0,0,1,2026-02-06 21:09:38
Résidence Alézia à La Marsa,890000.0,"La Marsa, La Marsa",,,,,https://www.mubawab.tn/fr/p/4174/r%C3%A9sidence-al%C3%A9zia-%C3%A0-la-marsa,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:09:38
À Vendre – Triplex Neuf avec Piscine,450000.0,"Hammam Sousse Ghrabi, Hammam Sousse Ghrabi",232.0,5.0,,,https://www.mubawab.tn/fr/a/8121433/%C3%A0-vendre-%E2%80%93-triplex-neuf-avec-piscine,1,1,1,0,1,0,0,1,1,1,0,0,1,2026-02-06 21:09:38
RDC de Villa Alize à Vendre à Khiereddine,380000.0,"La Goulette, La Goulette",200.0,2.0,1.0,Villa,https://www.mubawab.tn/fr/a/8017368/rdc-de-villa-alize-%C3%A0-vendre-%C3%A0-khiereddine,1,1,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:09:38
Villa neuve à vendre à Boumhel El Bassatine,,"Cité Bou Mhel, Boumhel Bassatine",561.0,9.0,,Villa,https://www.mubawab.tn/fr/a/7998496/villa-neuve-%C3%A0-vendre-%C3%A0-boumhel-el-bassatine,1,1,1,0,0,0,0,1,1,1,0,1,1,2026-02-06 21:09:38
A Vendre Villa de plain pied à Menzah 4,,"El Menzah 4, El Menzah",150.0,3.0,,Villa,https://www.mubawab.tn/fr/a/8120598/a-vendre-villa-de-plain-pied-%C3%A0-menzah-4,1,0,0,0,0,0,1,1,1,0,0,0,0,2026-02-06 21:09:38
A Vendre S2 avec Piscine et Jardin à Gammarth,,"Gammarth, La Marsa",170.0,2.0,,,https://www.mubawab.tn/fr/a/8138710/a-vendre-s2-avec-piscine-et-jardin-%C3%A0-gammarth,1,1,0,0,1,0,0,1,1,1,0,0,1,2026-02-06 21:09:38
Villa à Vendre,370000.0,"Ksibet el-Médiouni, Ksibet el-Médiouni",444.0,4.0,1.0,Villa,https://www.mubawab.tn/fr/a/8189524/villa-%C3%A0-vendre,1,1,1,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:09:38
Villa à Vendre,575000.0,"Cité Frina, Monastir Ville",500.0,3.0,1.0,Villa,https://www.mubawab.tn/fr/a/8184170/villa-%C3%A0-vendre,1,1,1,0,0,0,1,0,0,0,0,0,1,2026-02-06 21:09:38
Remise des clés 2026/S1/ résidence avec piscine/,250800.0,"Cité El Wafa, Nabeul",66.0,1.0,1.0,,https://www.mubawab.tn/fr/a/8089959/remise-des-cl%C3%A9s-2026-s1-r%C3%A9sidence-avec-piscine-,0,1,1,1,1,1,0,1,1,1,1,1,1,2026-02-06 21:09:38
A céder une maison arabe en plein centre ville,150000.0,"Ksar Hellal, Ksar Hellal",130.0,2.0,1.0,Maison,https://www.mubawab.tn/fr/a/8202066/a-c%C3%A9der-une-maison-arabe-en-plein-centre-ville,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:09:38
Carcasse à vendre à l'état ou bien finie,475000.0,"Midoune, Midoun",180.0,2.0,,,https://www.mubawab.tn/fr/a/8202060/carcasse-%C3%A0-vendre-%C3%A0-l-%C3%A9tat-ou-bien-finie,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:09:38
Villa hadi,850000.0,"Midoune, Midoun",220.0,3.0,,Villa,https://www.mubawab.tn/fr/a/8202049/villa-hadi,1,1,1,0,1,0,0,1,0,0,0,0,1,2026-02-06 21:09:38
A vendre une villa située au bardo,690000000.0,"Le Bardo, Le Bardo",400.0,7.0,,Villa,https://www.mubawab.tn/fr/a/7915393/a-vendre-une-villa-situ%C3%A9e-au-bardo,1,1,1,0,0,0,0,0,1,0,1,1,0,2026-02-06 21:09:38
Appartement S2 Direct Promoteur à Gammarth,740000.0,"La Marsa, La Marsa",100.0,2.0,,Appartement,https://www.mubawab.tn/fr/a/8139660/appartement-s2-direct-promoteur-%C3%A0-gammarth,0,0,1,0,0,0,0,0,0,0,0,0,1,2026-02-06 21:09:38
Villa individuelle en vente,645000.0,"La Soukra, La Soukra",570.0,,,Villa,https://www.mubawab.tn/fr/a/8111589/villa-individuelle-en-vente,1,0,1,0,0,0,0,1,1,0,0,0,0,2026-02-06 21:09:38
Avendre maison,,"Medjez El Bab, Medjez El Bab",100.0,2.0,1.0,Maison,https://www.mubawab.tn/fr/a/8201922/avendre-maison,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:09:38
Villa inachevée vue panoramique sur mer,350000.0,"Soliman, Soliman",292.0,3.0,,Villa,https://www.mubawab.tn/fr/a/8201900/villa-inachev%C3%A9e-vue-panoramique-sur-mer,1,1,1,0,1,0,0,0,0,0,0,0,0,2026-02-06 21:09:38
Vente d’appartement face à la mer – Chott Mariem,,"Chott Meriem, Akouda",142.0,3.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8201898/vente-d%E2%80%99appartement-face-%C3%A0-la-mer-%E2%80%93-chott-mariem,1,1,1,1,0,1,0,1,1,1,0,1,1,2026-02-06 21:09:38
Vente d’appartement face à la mer – Chott Mariem,,"Chott Meriem, Akouda",102.0,3.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8201894/vente-d%E2%80%99appartement-face-%C3%A0-la-mer-%E2%80%93-chott-mariem,0,1,1,1,0,1,0,1,1,1,0,1,1,2026-02-06 21:09:38
Un Bel Appartement S1 à Vendre à la Marsa,520000.0,"La Marsa, La Marsa",76.0,,,Appartement,https://www.mubawab.tn/fr/a/8201774/un-bel-appartement-s1-%C3%A0-vendre-%C3%A0-la-marsa,0,0,1,1,1,0,0,0,0,0,0,0,0,2026-02-06 21:09:38
À vendre appartement S2 Cité Universitaire,385000.0,"Cité El Wafa, Nabeul",132.0,2.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8167232/%C3%A0-vendre-appartement-s2-cit%C3%A9-universitaire,0,1,0,1,0,1,0,1,1,1,0,0,1,2026-02-06 21:09:38
Villa de haut standing à mutuelleville vente,,"Mutuelle Ville, El Menzah",500.0,4.0,,Villa,https://www.mubawab.tn/fr/a/7885212/villa-de-haut-standing-%C3%A0-mutuelleville-vente,1,1,1,0,1,0,0,1,1,1,1,1,1,2026-02-06 21:09:38
Villa lac2 de haut standing vente,,"Les Berges Du Lac 2, La Marsa",500.0,4.0,,Villa,https://www.mubawab.tn/fr/a/7894634/villa-lac2-de-haut-standing-vente,1,1,1,0,1,0,0,1,1,1,1,1,1,2026-02-06 21:09:38
A vendre des appartements 200m de la plage ElFatha,200000.0,"Kélibia, Kélibia",130.0,2.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8201700/a-vendre-des-appartements-200m-de-la-plage-elfatha,0,0,0,0,0,0,0,1,0,0,0,0,1,2026-02-06 21:09:38
Villa S6 avec grand jardin à Gammarth Touristique,1880000.0,"Gammarth, La Marsa",600.0,6.0,,Villa,https://www.mubawab.tn/fr/a/8191137/villa-s6-avec-grand-jardin-%C3%A0-gammarth-touristique,1,1,1,0,0,0,0,1,1,0,0,1,1,2026-02-06 21:09:38
A Vendre Appartement S3 situé à El Aouina,515000.0,"Aouina, La Marsa",170.0,3.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8201663/a-vendre-appartement-s3-situ%C3%A9-%C3%A0-el-aouina,0,1,1,0,0,0,0,1,1,0,0,0,0,2026-02-06 21:09:38
,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:09:38
À Vendre Apparemment S3 Sahloul 4,595000.0,"Sahloul, Sahloul",161.0,3.0,,,https://www.mubawab.tn/fr/a/8201592/%C3%A0-vendre-apparemment-s3-sahloul-4,0,1,1,1,0,1,0,1,1,1,0,0,1,2026-02-06 21:09:40
Villa individuelle en vente,360000.0,"Ksibet el-Médiouni, Ksibet el-Médiouni",397.0,2.0,1.0,Villa,https://www.mubawab.tn/fr/a/8187945/villa-individuelle-en-vente,1,0,1,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:09:40
À Vendre Villa à Hammamet,650000.0,"Hammamet Sud, Hammamet",995.0,4.0,,Villa,https://www.mubawab.tn/fr/a/8160366/%C3%A0-vendre-villa-%C3%A0-hammamet,1,1,1,0,1,0,0,1,1,1,0,0,1,2026-02-06 21:09:40
À Vendre Duplex à Hammem Sousse,460000.0,"Hammam Sousse, Hammam Sousse",167.0,3.0,,Duplex,https://www.mubawab.tn/fr/a/8178680/%C3%A0-vendre-duplex-%C3%A0-hammem-sousse,1,1,1,0,1,1,0,1,1,1,0,0,1,2026-02-06 21:09:40
À vendre villa à Radès Plage avec vue sur mer,950000.0,"Rades Plage, Rades",400.0,5.0,,Villa,https://www.mubawab.tn/fr/a/8123894/%C3%A0-vendre-villa-%C3%A0-rad%C3%A8s-plage-avec-vue-sur-mer,1,1,1,0,1,0,1,1,1,1,0,0,1,2026-02-06 21:09:40
Villa à vendre à la soukra parc,860000.0,"La Soukra, La Soukra",220.0,4.0,,Villa,https://www.mubawab.tn/fr/a/8201443/villa-%C3%A0-vendre-%C3%A0-la-soukra-parc,1,1,1,0,0,0,0,1,1,0,1,1,1,2026-02-06 21:09:40
Villa s6 480m2 à Carthage Byrsa,1700000.0,"Carthage Byrsa, Carthage",500.0,5.0,,Villa,https://www.mubawab.tn/fr/a/8089404/villa-s6-480m2-%C3%A0-carthage-byrsa,1,1,1,0,0,0,0,0,1,0,0,0,0,2026-02-06 21:09:40
Résidence NOUR,,"Les Jardins de Carthage, Le Kram",,,,,https://www.mubawab.tn/fr/p/3721/r%C3%A9sidence-nour,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:09:40
À Vendre – Villa à Rénover ou à Démolir,690000.0,"El Ain, El Ain",270.0,4.0,1.0,Villa,https://www.mubawab.tn/fr/a/8201354/%C3%A0-vendre-%E2%80%93-villa-%C3%A0-r%C3%A9nover-ou-%C3%A0-d%C3%A9molir,1,0,0,0,1,0,0,0,0,0,0,0,0,2026-02-06 21:09:40
